"ape_preco","ape_precom2","ape_area","ape_dorm","ape_suite","ape_banheiro","ape_vaga","cond_nome","cond_end","cond_ano","cond_n_torres","cond_elevador","salao.de.festas","espaco.gourmet","academia","salao.de.jogos","brinquedoteca","playground","churrasqueira","quadra","area.verde","piscina","espaco.zen","lavanderia","coworking","espaco.mulher","salao.de.festas.infantil","zeu","sp_nome","latitude","longitude","gi_df"
7988267.07,24039.33,332.3,4,4,4,5,"067 HERMANN JUNIOR","av professor frederico herman, 101 junior, 67 . pinheiros",2018,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"PINHEIROS",-23.5594239,-46.6995914,1
7715760.51,26981.02,285.97,4,4,4,4,"067 HERMANN JUNIOR","av professor frederico herman, 101 junior, 67 . pinheiros",2018,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"PINHEIROS",-23.5594239,-46.6995914,1
15278128.12,27253.17,560.6,4,4,4,5,"067 HERMANN JUNIOR","av professor frederico herman, 101 junior, 67 . pinheiros",2018,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"PINHEIROS",-23.5594239,-46.6995914,1
14153428.63,28199.14,501.91,5,5,5,6,"106 SERIDO","r serido, 106 . jardim europa",2012,2,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5829297,-46.690089,1
11328486.82,27957.78,405.2,4,4,4,5,"106 SERIDO","r serido, 106 . jardim europa",2012,2,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5829297,-46.690089,1
25414748.67,35419.77,717.53,4,4,4,7,"106 SERIDO","r serido, 106 . jardim europa",2012,2,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5829297,-46.690089,1
31901206.02,34266.63,930.97,5,5,5,8,"106 SERIDO","r serido, 106 . jardim europa",2012,2,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5829297,-46.690089,1
11627726.37,28696.26,405.2,4,4,5,5,"106 SERIDO","r serido, 106 . jardim europa",2012,2,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5829297,-46.690089,1
14517982.07,28925.46,501.91,5,5,5,6,"106 SERIDO","r serido, 106 . jardim europa",2012,2,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5829297,-46.690089,1
31752281.07,34106.66,930.97,5,5,5,8,"106 SERIDO","r serido, 106 . jardim europa",2012,2,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5829297,-46.690089,1
24760220.06,34507.58,717.53,4,4,4,7,"106 SERIDO","r serido, 106 . jardim europa",2012,2,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5829297,-46.690089,1
3392875.86,32313.11,105,2,2,3,2,"1125 JOAQUIM","joaquim floriano, 1125 . itaim bibi",0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5863128,-46.6808273,1
4719753.39,32107.17,147,3,3,4,2,"1125 JOAQUIM","joaquim floriano, 1125 . itaim bibi",0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5863128,-46.6808273,1
6036146.22,32107.16,188,3,3,4,3,"1125 JOAQUIM","joaquim floriano, 1125 . itaim bibi",0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5863128,-46.6808273,1
8733147.73,32107.16,272,3,3,4,3,"1125 JOAQUIM","joaquim floriano, 1125 . itaim bibi",0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5863128,-46.6808273,1
5008717.08,32107.16,156,3,3,4,3,"1125 JOAQUIM","joaquim floriano, 1125 . itaim bibi",0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5863128,-46.6808273,1
7545182.53,32107.16,235,3,3,4,3,"1125 JOAQUIM","joaquim floriano, 1125 . itaim bibi",0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,"PINHEIROS",-23.5863128,-46.6808273,1
2807277.63,17222.56,163,3,3,3,2,"1300 JURUPIS","al dos jurupis, 1300 . indianopolis",2022,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.6091893,-46.6646616,1
2307823.33,17194.34,134.22,2,2,3,1,"1300 JURUPIS","al dos jurupis, 1300 . indianopolis",2022,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.6091893,-46.6646616,1
1877259.27,17205.2,109.11,2,2,3,1,"1300 JURUPIS","al dos jurupis, 1300 . indianopolis",2022,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.6091893,-46.6646616,1
2738387.38,17213.9,159.08,3,3,4,2,"1300 JURUPIS","al dos jurupis, 1300 . indianopolis",2022,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.6091893,-46.6646616,1
3392844.74,17179.83,197.49,3,3,4,2,"1300 JURUPIS","al dos jurupis, 1300 . indianopolis",2022,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,"VILA MARIANA",-23.6091893,-46.6646616,1
4026105,30045.56,134,3,3,4,2,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
4896587,35707.63,137.13,2,2,3,2,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
9598572,45829.7,209.44,2,2,3,3,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
12679242,45829.69,276.66,3,3,4,3,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
15593552,45829.69,340.25,3,3,4,4,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
2427893,32809.36,74,2,1,2,1,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
2431751,27718.58,87.73,2,2,3,1,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
2970332,33857.65,87.73,2,2,3,2,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
2674041,29527.84,90.56,2,2,3,1,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
3257526,35970.91,90.56,2,2,3,2,"155 JERONIMO","jeronimo da veiga, 155 . jardim paulista",0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,"PINHEIROS",-23.5814581,-46.6804609,1
224810.97,4532.48,49.6,2,0,1,1,"22 DE MARCO","r barao do iguape, 985 . liberdade",2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE",-23.5581738,-46.6271272,1
248745.95,5589.8,44.5,2,0,1,0,"22 DE MARCO","r barao do iguape, 985 . liberdade",2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE",-23.5581738,-46.6271272,1
221916.52,5589.83,39.7,1,0,1,0,"22 DE MARCO","r barao do iguape, 985 . liberdade",2019,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE",-23.5581738,-46.6271272,1
291080.37,5947.7,48.94,2,1,2,1,"3 COELHOS","arica-mirim, 449 . burgo paulista",0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ERMELINO MATARAZZO",-23.5262317,-46.4892397,1
329095.31,6474.43,50.83,2,1,2,1,"3 COELHOS","arica-mirim, 449 . burgo paulista",0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ERMELINO MATARAZZO",-23.5262317,-46.4892397,1
352989.43,6507.92,54.24,2,1,2,1,"3 COELHOS","arica-mirim, 449 . burgo paulista",0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ERMELINO MATARAZZO",-23.5262317,-46.4892397,1
364936.48,5414.49,67.4,2,1,2,1,"3 COELHOS","arica-mirim, 449 . burgo paulista",0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ERMELINO MATARAZZO",-23.5262317,-46.4892397,1
369281.71,5066.98,72.88,2,1,2,1,"3 COELHOS","arica-mirim, 449 . burgo paulista",0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ERMELINO MATARAZZO",-23.5262317,-46.4892397,1
320406.02,5235.4,61.2,2,1,2,1,"3 COELHOS","arica-mirim, 449 . burgo paulista",0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ERMELINO MATARAZZO",-23.5262317,-46.4892397,1
371454.32,4637.38,80.1,2,1,2,1,"3 COELHOS","arica-mirim, 449 . burgo paulista",0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,"ERMELINO MATARAZZO",-23.5262317,-46.4892397,1
2496359.67,12176.17,205.02,3,3,3,3,"360","r camburiu, 651 . vila ipojuca",2011,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"LAPA",-23.5371883,-46.7086105,1
1458108.14,11394.14,127.97,2,1,2,2,"360","r camburiu, 651 . vila ipojuca",2011,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"LAPA",-23.5371883,-46.7086105,1
1660190.51,10724.05,154.81,2,2,2,2,"360","r camburiu, 651 . vila ipojuca",2011,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"LAPA",-23.5371883,-46.7086105,1
2863148.38,11505.99,248.84,3,3,3,3,"360","r camburiu, 651 . vila ipojuca",2011,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"LAPA",-23.5371883,-46.7086105,1
4318038.88,10231.59,422.03,4,2,3,4,"360","r camburiu, 651 . vila ipojuca",2011,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"LAPA",-23.5371883,-46.7086105,1
2877266.48,18210.55,158,3,3,5,2,"407 ONE MOEMA","av irai, 407 . indianopolis",2020,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,"VILA MARIANA",-23.6104061,-46.6631328,1
3332169.08,21089.67,158,3,3,5,3,"407 ONE MOEMA","av irai, 407 . indianopolis",2020,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,"VILA MARIANA",-23.6104061,-46.6631328,1
5128222.05,19866.05,258.14,3,3,6,4,"407 ONE MOEMA","av irai, 407 . indianopolis",2020,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,"VILA MARIANA",-23.6104061,-46.6631328,1
3212331.54,9284.19,346,3,3,5,2,"407 ONE MOEMA","av irai, 407 . indianopolis",2020,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,"VILA MARIANA",-23.6104061,-46.6631328,1
3068944.41,9888.33,310.36,3,3,5,3,"407 ONE MOEMA","av irai, 407 . indianopolis",2020,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,"VILA MARIANA",-23.6104061,-46.6631328,1
3480013.38,22025.4,158,3,3,5,4,"407 ONE MOEMA","av irai, 407 . indianopolis",2020,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,"VILA MARIANA",-23.6104061,-46.6631328,1
3624170.23,20591.87,176,3,3,3,4,"688 RESIDENCIAL","r jose jannarelli, 688 . vila progredior",2018,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"BUTANTA",-23.5907287,-46.7166899,1
5293941.1,21175.76,250,3,3,3,6,"688 RESIDENCIAL","r jose jannarelli, 688 . vila progredior",2018,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"BUTANTA",-23.5907287,-46.7166899,1
3458753.86,20711.1,167,3,3,3,4,"688 RESIDENCIAL","r jose jannarelli, 688 . vila progredior",2018,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"BUTANTA",-23.5907287,-46.7166899,1
2759621.76,20594.2,134,1,1,1,4,"688 RESIDENCIAL","r jose jannarelli, 688 . vila progredior",2018,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"BUTANTA",-23.5907287,-46.7166899,1
6585990.09,21108.94,312,4,4,4,6,"688 RESIDENCIAL","r jose jannarelli, 688 . vila progredior",2018,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"BUTANTA",-23.5907287,-46.7166899,1
6164755.07,14643.13,421,4,4,4,4,"688 RESIDENCIAL","r jose jannarelli, 688 . vila progredior",2018,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"BUTANTA",-23.5907287,-46.7166899,1
1190232.55,16763.84,71,2,1,2,1,"737 PEDROSO","pedroso de morais, 737 . pinheiros",0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,"PINHEIROS",-23.5638666,-46.6916688,1
1424653.78,16760.63,85,3,1,2,1,"737 PEDROSO","pedroso de morais, 737 . pinheiros",0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,"PINHEIROS",-23.5638666,-46.6916688,1
2243396.92,16256.5,138,4,2,3,1,"737 PEDROSO","pedroso de morais, 737 . pinheiros",0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,"PINHEIROS",-23.5638666,-46.6916688,1
1863760.8,16149.04,115.41,1,1,2,1,"737 PEDROSO","pedroso de morais, 737 . pinheiros",0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,"PINHEIROS",-23.5638666,-46.6916688,1
1456527.74,14575.48,99.93,2,1,2,1,"737 PEDROSO","pedroso de morais, 737 . pinheiros",0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,"PINHEIROS",-23.5638666,-46.6916688,1
858562.3,11296.87,76,3,1,2,1,"95 CARAMURU","r caramuru, 95 . chacara inglesa",2022,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.6048963,-46.6362699,1
830718.89,10246.93,81.07,3,1,2,1,"95 CARAMURU","r caramuru, 95 . chacara inglesa",2022,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.6048963,-46.6362699,1
200758.79,5018.97,40,2,0,1,0,"ABADIANIA","r abadiania, 655 . vila guilhermina",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PENHA",-23.5363317,-46.5175682,1
235762.89,5239.18,45,3,0,1,1,"ABADIANIA","r abadiania, 655 . vila guilhermina",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PENHA",-23.5363317,-46.5175682,1
226979.49,5674.49,40,2,0,1,0,"ABDOM BATISTA","r abdom batista, 175 . parque das bandeiras",2021,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"PENHA",-23.5376525,-46.4823949,1
725661.67,5183.3,140,2,1,2,3,"ABITARE ALTO DO IPIRANGA","r doutor elisio de castro, 359 . vila dom pedro i",2011,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,"IPIRANGA",-23.5990899,-46.6123622,1
466171.18,6215.61,75,3,1,2,2,"ABITARE ALTO DO IPIRANGA","r doutor elisio de castro, 359 . vila dom pedro i",2011,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,"IPIRANGA",-23.5990899,-46.6123622,1
513095.27,5701.06,90,3,1,2,2,"ABITARE ALTO DO IPIRANGA","r doutor elisio de castro, 359 . vila dom pedro i",2011,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,"IPIRANGA",-23.5990899,-46.6123622,1
1812500,12500,145,3,0,2,3,"ABITARE CAMPO BELO","r doutor jesuino maciel, 220 . campo belo",0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"SANTO AMARO",-23.6152773,-46.6771925,1
912500,12500,73,2,1,2,2,"ABITARE CAMPO BELO","r doutor jesuino maciel, 220 . campo belo",0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"SANTO AMARO",-23.6152773,-46.6771925,1
1570263.56,16658.86,94.26,3,1,2,2,"ABITARE CHACARA KLABIN","r desembargador aragao, 100 . vila mariana",2014,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.5925995,-46.6316871,1
2792929.89,15516.27,180,3,1,3,4,"ABITARE CHACARA KLABIN","r desembargador aragao, 100 . vila mariana",2014,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.5925995,-46.6316871,1
1511926.3,16669.53,90.7,3,1,2,2,"ABITARE CHACARA KLABIN","r desembargador aragao, 100 . vila mariana",2014,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.5925995,-46.6316871,1
625407.65,6797.9,92,3,1,2,2,"ABITARE JARDIM SAO BENTO","av casa verde, 535 . jardim sao bento",2010,2,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,"CASA VERDE-CACHOEIRINHA",-23.5004657,-46.6481706,1
1116535.99,16667.2,66.99,2,1,2,2,"ABSOLUTE VILA MARIANA","r paula ney, 673 . vila mariana",2014,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5808832,-46.6329766,1
1667493.62,16582.07,100.56,3,1,2,2,"ABSOLUTE VILA MARIANA","r paula ney, 673 . vila mariana",2014,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,"VILA MARIANA",-23.5808832,-46.6329766,1
908596.61,10561.4,86.03,3,1,2,1,"ABSOLUTO MOOCA","r marina crespi, 274 . mooca",2014,2,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"MOOCA",-23.5575393,-46.6050734,1
1642421.26,9230.72,177.93,3,1,2,2,"ABSOLUTO MOOCA","r marina crespi, 274 . mooca",2014,2,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,"MOOCA",-23.5575393,-46.6050734,1
1101928.38,10494.56,105,3,3,3,2,"ABSOLUTO TATUAPE","r vitorio ramalho, 80 . parque sao jorge",2020,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"MOOCA",-23.5317152,-46.5620221,1
1100660.33,10790.78,102,3,3,3,2,"ABSOLUTO TATUAPE","r vitorio ramalho, 80 . parque sao jorge",2020,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"MOOCA",-23.5317152,-46.5620221,1
1151382.01,10760.58,107,3,3,3,2,"ABSOLUTO TATUAPE","r vitorio ramalho, 80 . parque sao jorge",2020,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"MOOCA",-23.5317152,-46.5620221,1
1377093.46,10432.52,132,4,2,3,2,"ABSOLUTO TATUAPE","r vitorio ramalho, 80 . parque sao jorge",2020,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"MOOCA",-23.5317152,-46.5620221,1
1389773.88,10773.44,129,4,3,3,2,"ABSOLUTO TATUAPE","r vitorio ramalho, 80 . parque sao jorge",2020,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,"MOOCA",-23.5317152,-46.5620221,1
259303.12,6482.58,40,2,0,1,0,"ABU DHABI","av campanella, 378 . cidade antonio estevao de carvalho",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITAQUERA",-23.5370585,-46.4710618,1
285471.33,6796.94,42,2,0,1,1,"ABU DHABI","av campanella, 378 . cidade antonio estevao de carvalho",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITAQUERA",-23.5370585,-46.4710618,1
303313.29,5832.95,52,2,0,1,1,"ABU DHABI","av campanella, 378 . cidade antonio estevao de carvalho",2018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITAQUERA",-23.5370585,-46.4710618,1
4553697.07,10513.95,433.11,4,4,4,6,"ACACIA","r joel jorge de melo, 235 . vila mariana",2009,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.5989778,-46.6334381,1
2478552.58,11897.83,208.32,4,4,4,4,"ACACIA","r joel jorge de melo, 235 . vila mariana",2009,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,"VILA MARIANA",-23.5989778,-46.6334381,1
1080925.04,7655.28,141.2,4,2,3,3,"ACACIA","av jose benedito viana de moraes, 265 . cidade sao francisco",2009,6,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"BUTANTA",-23.5617005,-46.7553002,1
1419798.59,5317.6,267,4,2,3,3,"ACACIA","av jose benedito viana de moraes, 265 . cidade sao francisco",2009,6,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"BUTANTA",-23.5617005,-46.7553002,1
681095.17,7169.44,95,3,1,2,2,"ACACIA","av jose benedito viana de moraes, 265 . cidade sao francisco",2009,6,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"BUTANTA",-23.5617005,-46.7553002,1
921891.23,5398.75,170.76,3,1,2,2,"ACACIA","av jose benedito viana de moraes, 265 . cidade sao francisco",2009,6,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"BUTANTA",-23.5617005,-46.7553002,1
1027169.75,7274.58,141.2,4,2,3,2,"ACACIA","av jose benedito viana de moraes, 265 . cidade sao francisco",2009,6,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,"BUTANTA",-23.5617005,-46.7553002,1
431794.64,7710.62,56,2,1,2,1,"ACAPULCO","av miguel stefano, 2533 . vila santo estefano",2020,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,"IPIRANGA",-23.6351756,-46.6272012,1
671821.66,5998.41,112,2,1,2,2,"ACAPULCO","av miguel stefano, 2533 . vila santo estefano",2020,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,"IPIRANGA",-23.6351756,-46.6272012,1
821645.43,7900.45,104,3,1,2,2,"ACCANTO","r templarios, 333 . chacara mafalda",2011,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,"ARICANDUVA-FORMOSA-CARRAO",-23.566045,-46.556038,1
1073535.84,11202.5,95.83,3,1,2,3,"ACCLIMARE","r castro alves, 370 . aclimacao",2011,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,"SE",-23.5688254,-46.6371606,1
832418.43,11507.02,72.34,2,1,2,2,"ACCLIMARE","r castro alves, 370 . aclimacao",2011,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,"SE",-23.5688254,-46.6371606,1
1767593.44,10587.56,166.95,4,2,3,4,"ACCLIMARE","r castro alves, 370 . aclimacao",2011,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,"SE",-23.5688254,-46.6371606,1
1759632.02,16222.29,108.47,4,2,3,3,"ACCORDES VILA MASCOTE","av mascote, 1520 . vila mascote",2016,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"JABAQUARA",-23.6435183,-46.6686502,1
1858526.07,15083,123.22,4,2,3,3,"ACCORDES VILA MASCOTE","av mascote, 1520 . vila mascote",2016,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"JABAQUARA",-23.6435183,-46.6686502,1
1699954.58,15672.11,108.47,4,2,3,2,"ACCORDES VILA MASCOTE","av mascote, 1520 . vila mascote",2016,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"JABAQUARA",-23.6435183,-46.6686502,1
1858526.07,14451.98,128.6,4,2,3,3,"ACCORDES VILA MASCOTE","av mascote, 1520 . vila mascote",2016,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"JABAQUARA",-23.6435183,-46.6686502,1
1611290.95,13551.66,118.9,4,2,3,2,"ACCORDES VILA MASCOTE","av mascote, 1520 . vila mascote",2016,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,"JABAQUARA",-23.6435183,-46.6686502,1
7962815.39,23977.16,332.1,4,4,4,4,"ACERVO PINHEIROS","r simao alvares, 680 . pinheiros",2015,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"PINHEIROS",-23.5619246,-46.6899996,1
14877369.7,25581.39,581.57,4,4,4,5,"ACERVO PINHEIROS","r simao alvares, 680 . pinheiros",2015,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"PINHEIROS",-23.5619246,-46.6899996,1
1581571.04,10441.48,151.47,4,2,3,3,"ACQUARE CAMPO BELO","r xavier gouveia, 241 . campo belo",2010,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,"SANTO AMARO",-23.6278491,-46.673534,1
2727964.79,10242.8,266.33,4,4,4,4,"ACQUARE CAMPO BELO","r xavier gouveia, 241 . campo belo",2010,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,"SANTO AMARO",-23.6278491,-46.673534,1
425609.51,6578.2,64.7,2,0,1,1,"ACQUAVITTA","r itajai, 125 . mooca",2010,4,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,"MOOCA",-23.5502978,-46.6031319,1
516892.12,6796.74,76.05,3,1,2,2,"ACQUAVITTA","r itajai, 125 . mooca",2010,4,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,"MOOCA",-23.5502978,-46.6031319,1
333189.93,6783.18,49.12,2,0,1,1,"ACTION LIFE","r retiro, 145 . tatuape",2011,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"MOOCA",-23.5313468,-46.5549436,1
462362.23,6780.5,68.19,3,1,2,1,"ACTION LIFE","r retiro, 145 . tatuape",2011,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"MOOCA",-23.5313468,-46.5549436,1
422025.03,6295.12,67.04,3,1,2,1,"ACTION LIFE","r retiro, 145 . tatuape",2011,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,"MOOCA",-23.5313468,-46.5549436,1
527658.9,8641.64,61.06,2,1,2,1,"ACTUAL AGUA BRANCA","r tagipuru, 35 . barra funda",2009,2,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,"LAPA",-23.5309077,-46.6634489,1
765462.11,8717.26,87.81,3,1,2,2,"ACTUAL AGUA BRANCA","r tagipuru, 35 . barra funda",2009,2,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,"LAPA",-23.5309077,-46.6634489,1
