"ape_preco","ape_precom2","ape_area","ape_dorm","ape_suite","ape_banheiro","ape_vaga","cond_nome","cond_end","cond_ano","cond_n_torres","cond_elevador","salao.de.festas","espaco.gourmet","academia","salao.de.jogos","brinquedoteca","playground","churrasqueira","quadra","area.verde","piscina","espaco.zen","lavanderia","coworking","zeu","sp_nome","latitude","longitude","gi_df"
"340.000",13.6,25,1,1,1,0,"condominio mobi one frei caneca","rua avanhandava, 472 . bela vista",2020,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5523388,-46.6483993,0
"1.200.000",20,60,2,1,2,1,"condominio you, central park","rua gravatai, 118 . bela vista",2021,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5489838,-46.6483796,0
"500.000",7246,69,2,0,2,1,"condominio isola de capri","rua marques de itu, 643 . bela vista",1980,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"SE",-23.5439982,-46.6507136,0
"1.100.000",7971,138,2,0,3,2,"condominio conjunto arquitetonico bela vista","rua santa branca, 67 . bela vista",1965,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,"SE",-23.5653426,-46.6486127,0
"235.000",5731,41,1,0,1,0,"condominio vinte e tres de maio","avenida nove de julho, 943 . bela vista",1969,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5520487,-46.647081,0
"450.000",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"220.000",5641,39,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"480.000",9411,51,2,0,1,0,"condominio icarai","rua itapeva, 56 . bela vista",1970,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,"SE",-23.5575259,-46.6504151,0
"880.000",6518,135,3,1,3,1,"condominio lourdes","rua fernando de albuquerque, 35 . bela vista",1970,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5546839,-46.657106,0
"450.000",12.5,36,1,1,1,0,"condominio itauba","rua rocha, 318 . bela vista",1957,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5590962,-46.6498416,0
"430.000",7166,60,2,0,1,1,"condominio new england","rua doutor cesario mota junior, 512 . bela vista",1964,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5463234,-46.6491217,0
"840.000",11.666,72,3,1,2,2,"condominio saint paul ville","rua santa madalena, 220 . bela vista",1997,2,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,"SE",-23.5630298,-46.6428157,0
"950.000",10.555,90,3,0,2,2,"condominio saint paul ville","rua santa madalena, 220 . bela vista",1997,2,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,"SE",-23.5630298,-46.6428157,0
"890.000",8018,106,3,0,2,1,"condominio arthur prado","rua artur prado, 492 . bela vista",1969,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.564625,-46.6440432,0
"549.000",9981,55,1,0,1,0,"condominio sacy","rua luis coelho, 53 . bela vista",1961,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5575154,-46.6583167,0
"250.000",3571,70,1,0,1,0,"condominio conselheiro ramalho","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"980.000",10000,98,3,0,2,1,"condominio jatoba","rua frei caneca, 784 . bela vista",1972,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5542843,-46.6547017,0
"235.086",6914,34,1,0,1,0,"condominio monte lenis","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"340.000",5573,61,2,0,1,0,"condominio primavera","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"345.000",10.454,33,1,0,1,1,"condominio malaga","rua barata ribeiro, 372 . bela vista",1984,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5564512,-46.6538919,0
"850.000",8173,104,2,1,2,2,"condominio germania e normandia","rua humaita, 107 . bela vista",1980,3,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,"SE",-23.5597066,-46.6400931,0
"2.200.000",3666,600,6,1,6,3,"condominio beverly hills","rua artur prado, 588 . bela vista",1976,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,"SE",-23.5652385,-46.6442494,0
"532.000",10.64,50,2,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"750.000",13.157,57,2,0,1,1,"condominio saragoza","rua visconde de ouro preto, 138 . bela vista",1983,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,"SE",-23.5496089,-46.6511211,0
"1.170.000",14.625,80,2,0,2,1,"condominio brasilia","avenida angelica, 2121 . bela vista",1960,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5509626,-46.6602436,0
"650.000",11.206,58,2,0,1,2,"condominio saint paul","rua herculano de freitas, 47 . bela vista",2002,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5551012,-46.6519475,0
"240.000",9600,25,1,0,1,0,"condominio praca da republica","rua marques de itu, 446 . bela vista",1957,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5437073,-46.6486757,0
"470.000",9038,52,2,0,1,1,"condominio juruce","rua herculano de freitas, 307 . bela vista",1970,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,"SE",-23.5560487,-46.6543339,0
"640.000",8888,72,2,0,2,1,"condominio isola de capri","rua marques de itu, 643 . bela vista",1980,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"SE",-23.5439982,-46.6507136,0
"3.840.000",12.8,300,4,1,5,3,"condominio monaco","alameda joaquim eugenio de lima, 297 . bela vista",1968,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"SE",-23.5648357,-46.6493227,0
"535.000",10.7,50,2,0,1,1,"condominio maria francisca","rua caio prado, 75 . bela vista",1965,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5485238,-46.6486204,0
"1.500.000",7500,200,3,1,2,2,"condominio julio parente","rua dos ingleses, 561 . bela vista",1970,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5629199,-46.6465695,0
"252.000",7285,35,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"530.000",9222,54,1,0,1,1,"condominio frei caneca","rua frei caneca, 922 . bela vista",1973,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.555062,-46.655841,0
"1.550.000",8611,180,3,1,3,2,"condominio aida aguilar","alameda joaquim eugenio de lima, 177 . bela vista",1970,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,"SE",-23.5640061,-46.6484604,0
"330.000",8918,37,1,0,1,1,"condominio central studium","rua barata ribeiro, 156 . bela vista",1988,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,"SE",-23.5557939,-46.6519952,0
"250.000",6578,38,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"350.000",9722,36,1,0,1,1,"condominio galalite","rua maria borba, 67 . bela vista",1980,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5472863,-46.6486467,0
"250.000",7575,33,1,0,1,0,"condominio tiata","rua doutor cesario mota junior, 565 . bela vista",1963,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5468725,-46.6487964,0
"980.000",7840,125,2,1,2,1,"condominio diplomata","rua treze de maio, 1601 . bela vista",1973,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5670785,-46.6439638,0
"750.000",8823,85,2,0,2,1,"condominio jaquita","rua augusta, 434 . bela vista",1971,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.551021,-46.6503013,0
"1.100.000",7857,140,3,1,3,1,"condominio kent","rua pamplona, 191 . bela vista",1972,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"SE",-23.5605934,-46.6514878,0
"1.250.000",9615,130,3,1,3,1,"condominio perola negra","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"750.000",7500,100,3,0,2,1,"condominio lucia & denise & theo ","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"317.000",10.566,30,1,0,1,1,"condominio apolo studim","rua doutor penaforte mendes, 157 . bela vista",1990,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,"SE",-23.5546409,-46.6518323,0
"1.620.000",9257,175,2,1,2,2,"condominio ibetinga","rua fernando de albuquerque, 287 . bela vista",1956,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5531217,-46.6588679,0
"1.400.000",8235,170,3,1,3,1,"condominio siena","rua sao carlos do pinhal, 508 . bela vista",1974,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,"SE",-23.5631794,-46.6518667,0
"900.000",10.465,86,2,0,1,1,"condominio irauna","rua pamplona, 328 . bela vista",1971,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,"SE",-23.5615902,-46.6520395,0
"469.200",12.681,37,1,1,1,1,"condominio paulista new style","rua dona antonia de queiros, 183 . bela vista",2001,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,"SE",-23.551711,-46.6531453,0
"1.200.000",18.75,64,2,1,2,2,"condominio villa antonia","rua dona antonia de queiros, 505 . bela vista",2018,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,"SE",-23.5492044,-46.6544985,0
"380.000",5757,66,1,1,1,1,"condominio rose","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"440.000",9166,48,2,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.500.000",10.135,148,3,1,4,2,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"430.000",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"790.000",11.791,67,2,0,2,1,"condominio maison madeleine","rua santa madalena, 291 . bela vista",1990,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5632433,-46.6438755,0
"940.000",10.107,93,2,1,2,1,"condominio hortencia morais gomide","avenida angelica, 2389 . bela vista",1971,2,1,1,0,0,0,1,1,0,1,1,1,0,0,0,1,"SE",-23.5531603,-46.6612158,0
"363.841",7276,50,1,0,1,1,"condominio germania e normandia","rua humaita, 107 . bela vista",1980,3,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,"SE",-23.5597066,-46.6400931,0
"217.700",6596,33,1,0,1,0,"condominio londres","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"290.000",7435,39,1,1,1,0,"condominio villaggio di pompei","rua paim, 307 . bela vista",1995,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,"SE",-23.5539871,-46.6507496,0
"1.300.000",8783,148,3,1,3,1,"condominio joelma aristocrata","rua cincinato braga, 535 . bela vista",1962,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,"SE",-23.5671828,-46.647968,0
"530.000",9137,58,1,0,1,1,"condominio ana maria","rua frei caneca, 443 . bela vista",1981,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5530611,-46.6515934,0
"1.850.000",9250,200,3,1,3,2,"condominio place la concordea & place vendome","rua dos franceses, 164 . bela vista",1976,2,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,"SE",-23.5597398,-46.6479434,0
"355.000",8452,42,1,0,1,0,"condominio chevelle","rua major sertorio, 693 . bela vista",1971,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5455151,-46.6509034,0
"665.000",9109,73,2,1,2,1,"condominio piazza alberoni","rua caio prado, 247 . bela vista",1984,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE",-23.5500641,-46.6480498,0
"692.000",6920,100,2,0,1,1,"condominio colonial","rua manoel dutra, 539 . bela vista",1956,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,"SE",-23.5558136,-46.6482871,0
"765.000",9444,81,2,0,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"800.000",8602,93,3,0,2,1,"condominio vanessa maria","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.650.000",9166,180,3,1,3,1,"condominio ura","rua haddock lobo, 180 . bela vista",1971,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5549332,-46.6589879,0
"426.000",9906,43,1,0,1,0,"condominio santa edivigia","rua augusta, 293 . bela vista",1976,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5509443,-46.6488473,0
"250.000",5681,44,1,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"720.000",6545,110,2,1,2,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"950.000",6785,140,3,0,2,1,"condominio estoril","rua doutor fausto ferraz, 227 . bela vista",1959,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.565456,-46.6470436,0
"4.510.000",12.885,350,5,1,4,4,"condominio amelia","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"900.000",16.666,54,2,1,2,2,"condominio brasilia urban solution","rua frei caneca, 420 . bela vista",2010,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5525402,-46.6516164,0
"620.000",7560,82,2,0,2,1,"condominio santos dumont","rua doutor plinio barreto, 249 . bela vista",1970,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,"SE",-23.557757,-46.651662,0
"700.000",9090,77,2,0,2,1,"condominio cultura","rua maria antonia, 76 . bela vista",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5474309,-46.6494547,0
"800.000",9523,84,1,1,1,1,"condominio roosevelt","rua augusta, 719 . bela vista",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.552241,-46.6527843,0
"255.000",10.2,25,1,0,1,0,"condominio praca da republica","rua marques de itu, 446 . bela vista",1957,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5437073,-46.6486757,0
"360.000",5901,61,1,0,1,0,"condominio santa barbara","rua amaral gurgel, 166 . bela vista",1954,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"SE",-23.5432242,-46.6479772,0
"1.200.000",8695,138,3,1,3,1,"condominio sao roberto","alameda ribeirao preto, 86 . bela vista",1963,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,"SE",-23.5647116,-46.6480858,0
"720.007",6990,103,3,0,2,0,"condominio sul america","rua marques de itu, 382 . bela vista",1958,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"SE",-23.5437188,-46.6480688,0
"1.350.000",4963,272,3,1,3,1,"condominio aida aguilar","alameda joaquim eugenio de lima, 177 . bela vista",1970,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,"SE",-23.5640061,-46.6484604,0
"1.500.000",9375,160,3,0,3,1,"condominio santa luzia","alameda rio claro, 137 . bela vista",1961,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5611643,-46.6524452,0
"1.150.000",8846,130,3,1,3,1,"condominio solange","alameda joaquim eugenio de lima, 108 . bela vista",1974,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,"SE",-23.5632982,-46.6485119,0
"970.000",7080,137,3,0,2,0,"condominio hecilda","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"440.000",10.731,41,1,0,1,1,"condominio saint paul","rua herculano de freitas, 47 . bela vista",2002,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5551012,-46.6519475,0
"500.000",9615,52,1,0,1,1,"condominio valencia","rua frei caneca, 679 . bela vista",1983,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,"SE",-23.5542911,-46.6537177,0
"550.000",11.224,49,1,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.250.000",18.656,67,2,1,2,2,"condominio cadoro hotel","rua caio prado, 363 . bela vista",2015,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.551092,-46.6476951,0
"430.000",8113,53,1,0,1,1,"condominio santa edivigia","rua augusta, 293 . bela vista",1976,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5509443,-46.6488473,0
"841.000",7377,114,2,0,2,1,"condominio el sauce","rua caio prado, 32 . bela vista",1957,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.5483649,-46.6491014,0
"660.000",12.692,52,2,1,2,1,"condominio terraco paulista","rua paim, 262 . bela vista",2013,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5539118,-46.6499397,0
"480.000",9600,50,1,0,1,1,"condominio renoir","rua araqua, 100 . bela vista",2005,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,"SE",-23.5532787,-46.649018,0
"430.000",8775,49,1,0,1,1,"condominio santa monica","rua maria antonia, 130 . bela vista",1996,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,"SE",-23.5470991,-46.6498351,0
"362.000",12.066,30,1,1,1,1,"condominio paulista flat ll","alameda campinas, 129 . bela vista",1989,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,"SE",-23.5634956,-46.6507297,0
"525.000",NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"561.000",10.388,54,2,1,2,1,"condominio romilda aguiar","rua herculano de freitas, 291 . bela vista",1992,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,"SE",-23.5559438,-46.6541662,0
"800.000",14.545,55,2,0,1,1,"condominio capital augusta","rua dona antonia de queiros, 180 . bela vista",2014,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,"SE",-23.5517254,-46.6525368,0
"1.000.000",15.483,62,2,1,2,1,"condominio jardim evolution","alameda rio claro, 95 . bela vista",1996,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,"SE",-23.5608016,-46.6519908,0
"350.000",7608,46,1,0,1,0,"condominio bandeirantes","avenida nove de julho, 1952 . bela vista",1969,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5582958,-46.6538374,0
"2.400.000",6666,360,3,1,3,2,"condominio milus","rua doutor fausto ferraz, 61 . bela vista",1970,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.566568,-46.6454375,0
"500.000",15.625,32,1,0,1,1,"condominio consolata","rua da consolacao, 1131 . bela vista",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5492828,-46.651936,0
"320.000",10.666,30,1,0,1,0,"condominio new york","rua doutor cesario mota junior, 526 . bela vista",1965,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5465538,-46.6492135,0
"635.000",12.45,51,1,1,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"798.000",5355,149,3,0,3,0,"condominio nagib ganme","rua augusta, 1134 . bela vista",1970,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.554216,-46.6561841,0
"570.000",12.391,46,2,0,1,1,"condominio consolata","rua da consolacao, 1131 . bela vista",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5492828,-46.651936,0
"1.050.000",7835,134,3,0,2,0,"condominio sao domingos","rua maria antonia, 215 . bela vista",1966,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5469004,-46.6506552,0
"550.000",14.473,38,1,0,1,1,"condominio london sp","rua da consolacao, 1515 . bela vista",2016,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.551221,-46.6551798,0
"430.000",11.315,38,1,1,1,1,"condominio malaga","rua frei caneca, 940 . bela vista",1988,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,"SE",-23.5551327,-46.6560766,0
"650.000",12.5,52,2,1,1,1,"condominio alamedas evolution home","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"565.000",10.865,52,1,0,1,1,"condominio arvoredo","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"426.000",12.171,35,1,0,1,1,"condominio malaga","rua barata ribeiro, 372 . bela vista",1984,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5564512,-46.6538919,0
"530.000",13.25,40,1,0,1,1,"condominio haddock lobo","rua haddock lobo, 231 . bela vista",1983,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.55574,-46.6590697,0
"636.000",12.47,51,1,1,1,1,"condominio quality suites long stay bela cintra","rua bela cintra, 521 . bela vista",2002,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,"SE",-23.5538498,-46.6566754,0
"600.000",8695,69,2,0,1,0,"condominio cidade da guanabara","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"750.000",6565,99,2,0,1,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"450.000",7627,59,1,0,1,0,"condominio rio vermelho","avenida nove de julho, 907 . bela vista",1974,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5517643,-46.646694,0
"500.000",13.513,37,1,0,1,1,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"585.000",6802,86,2,0,1,0,"condominio pirajui","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1.100.000",6432,171,3,1,3,0,"condominio berlioz","rua augusta, 1104 . bela vista",1962,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"SE",-23.5540192,-46.655978,0
"550.000",13.095,42,1,0,1,1,"condominio park avenue","rua bela cintra, 488 . bela vista",1984,3,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,"SE",-23.5531435,-46.6571918,0
"344.080",10.752,32,1,1,1,0,"condominio maria francisca","rua caio prado, 75 . bela vista",1965,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"SE",-23.5485238,-46.6486204,0
"600.000",9836,61,2,0,1,0,"condominio dover","rua barata ribeiro, 323 . bela vista",1972,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5566903,-46.6534389,0
"745.000",18.17,41,1,1,1,1,"condominio host paraiso living spaces","rua artur prado, 433 . bela vista",2013,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5641767,-46.6431173,0
"798.000",7061,113,3,1,2,0,"maio","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"478.000",14.058,34,1,1,1,1,"condominio augusta hype living","rua augusta, 561 . bela vista",2015,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,"SE",-23.5519263,-46.6513646,0
"692.000",8871,78,2,0,2,0,"condominio buriti","rua maria antonia, 281 . bela vista",1960,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5464622,-46.6510681,0
"500.000",7936,63,2,0,2,0,"condominio marina","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"580.000",14.5,40,1,1,1,1,"condominio nksp","rua paim, 363 . bela vista",2014,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,"SE",-23.5533088,-46.6510244,0
"500.000",14.705,34,1,0,1,1,"condominio patio sao paulo","rua dona antonia de queiros, 239 . bela vista",2007,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,"SE",-23.551243,-46.653295,0
"525.000",9210,57,1,1,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"590.000",16.857,35,1,1,1,1,"condominio london sp","rua da consolacao, 1515 . bela vista",2016,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.551221,-46.6551798,0
"638.500",5804,110,3,1,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"320.000",11.428,28,1,0,1,0,"condominio condessa de avanhandava","rua avanhandava, 358 . bela vista",1978,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"SE",-23.551615,-46.6474065,0
"670.127",7615,88,2,0,1,0,"condominio jandaia","rua luis coelho, 108 . bela vista",1955,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5570983,-46.6586097,0
"380.000",7755,49,2,0,1,0,"condominio jardim trianon","avenida nove de julho, 2000 . bela vista",1964,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,"SE",-23.5583187,-46.6539367,0
"812.000",10.826,75,3,1,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"569.531",5932,96,3,0,2,0,"condominio renata","rua fernando de albuquerque, 248 . bela vista",1972,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,"SE",-23.5532254,-46.6584893,0
"742.000",5983,124,3,0,2,0,"maio","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"834.185",8021,104,3,0,2,0,"ND","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
